intensity	day_of_week	month	day	hour	minute
0.9996431120628123	0	04	23	19	14
0.8983355825461089	0	04	23	19	19
0.9993626513702996	0	04	23	19	24
0.6892857142857143	0	04	23	19	29
0.9981532779316713	0	04	23	19	34
0.8020615684635743	1	04	24	11	00
0.8223140495867769	1	04	24	11	05
0.7345882870981947	1	04	24	11	10
0.7358870967741935	1	04	24	11	20
0.8650937689050212	1	04	24	11	25
0.7230485904519054	1	04	24	11	35
0.7104503464203233	1	04	24	11	40
0.72217301446708	1	04	24	11	45
0.7184170471841704	1	04	24	11	50
0.6963047042502207	1	04	24	11	55
0.8245469522240527	1	04	24	12	00
0.7600160256410257	1	04	24	12	05
0.9987212276214834	1	04	24	12	10
0.7854945766553343	1	04	24	12	15
0.6739818109924871	1	04	24	12	20
0.7932362297003182	1	04	24	12	25
0.6980208333333333	1	04	24	12	30
0.7537608867775138	1	04	24	12	45
0.6985214176994999	1	04	24	12	50
1.0	1	04	24	12	55
1.0	1	04	24	13	00
0.7042673828707848	1	04	24	13	05
0.6517979542338922	1	04	24	13	10
0.9842022116903634	1	04	24	13	15
0.6938740588637919	1	04	24	13	20
0.6412429378531074	1	04	24	13	25
0.6836253369272237	1	04	24	13	30
0.7652760219131901	1	04	24	13	35
0.7538829151732378	1	04	24	13	40
0.7151265450264862	1	04	24	13	45
0.6967637540453074	1	04	24	13	50
0.7574243685817375	1	04	24	13	55
0.6669962645572401	1	04	24	14	00
0.9939393939393939	1	04	24	14	05
0.7625673812210104	3	04	26	10	23
1.0	3	04	26	10	28
0.701418108150226	3	04	26	10	33
0.834941050375134	3	04	26	10	38
0.7673392181588903	3	04	26	10	43
0.8614107883817428	3	04	26	10	48
0.7520870602265951	3	04	26	10	53
0.6966232666454959	3	04	26	11	03
0.7413026819923372	3	04	26	11	08
0.6620370370370371	3	04	26	11	13
0.6408108387630572	3	04	26	11	18
0.7438188859100388	3	04	26	11	23
0.6540816326530612	3	04	26	11	28
0.7727926373310325	3	04	26	11	33
0.6671044950379451	3	04	26	11	38
0.7098915989159892	3	04	26	11	43
0.7121290994273816	3	04	26	11	48
0.7580078528621617	3	04	26	11	53
0.7503958828186856	3	04	26	11	58
0.6599826711226637	3	04	26	12	13
0.9951338199513382	3	04	26	12	18
0.7385581206966383	3	04	26	12	28
0.7224676089517079	3	04	26	12	33
0.671178988777045	3	04	26	12	38
0.7277676950998185	3	04	26	12	43
0.715382344257455	3	04	26	12	48
0.6845506462278329	3	04	26	12	53
0.7129690585911784	3	04	26	12	58
0.6587813620071684	3	04	26	13	03
1.0	3	04	26	13	08
0.7368510928961749	3	04	26	13	13
1.0	3	04	26	13	18
1.0	3	04	26	13	23
0.7530341518487158	3	04	26	13	33
0.684999118632117	3	04	26	13	38
0.6662206363366042	3	04	26	13	43
0.6471798595981603	3	04	26	15	03
0.6959742351046699	3	04	26	15	08
1.0	3	04	26	15	13
1.0	3	04	26	15	18
